Id,SalePrice
1461,118701.8188086337
1462,140681.63625991478
1463,202017.27054673535
1464,199469.4717444201
1465,188574.75460331276
1466,204652.17910453945
1467,152484.26851286902
1468,185309.426103226
1469,168496.1501089666
1470,117244.12807851151
1471,194353.39869737392
1472,132460.20830434552
1473,116522.93447068956
1474,184371.55408170808
1475,112544.60032649207
1476,273714.2436779475
1477,188777.87567390627
1478,204446.08270020707
1479,217061.32785579012
1480,310538.66127774026
1481,265147.6308896856
1482,197671.35374460873
1483,166367.5051616733
1484,174766.81189412452
1485,175986.4886245247
1486,212516.60176739702
1487,261403.88498864853
1488,220546.58431468945
1489,182177.3662292856
1490,207615.0512418833
1491,204967.642936041
1492,130393.02349717899
1493,183630.98332856968
1494,248555.79776128085
1495,235933.22478559692
1496,209628.37569539258
1497,233701.70925635856
1498,184850.6554148237
1499,184846.99150477326
1500,188506.88183958415
1501,216590.46714013728
1502,172624.15229175086
1503,202826.48910654522
1504,224153.67189090734
1505,183383.4856165833
1506,191055.78358314483
1507,263365.9147014517
1508,254786.56625667168
1509,150586.36255307656
1510,130634.52519550647
1511,123752.21568614975
1512,185189.61536866092
1513,212153.78131661753
1514,127510.21439575602
1515,281957.5149402632
1516,189856.16793022645
1517,142106.21164602687
1518,168114.60263215628
1519,182111.0061275901
1520,117002.72438011674
1521,123410.28039857364
1522,166004.9159752275
1523,136734.2194139404
1524,135567.5789514759
1525,99582.52216677324
1526,127826.08105889002
1527,127517.12096176783
1528,125216.41015065127
1529,124764.28335018446
1530,169229.94146475947
1531,188299.9637486674
1532,122512.29702267659
1533,137715.23427034199
1534,127942.09237399466
1535,166812.8096177506
1536,127324.17217975024
1537,111910.37632060281
1538,190793.21586602283
1539,293038.5392204616
1540,234385.03460131312
1541,181360.08462942182
1542,169188.1304363178
1543,215589.48696117758
1544,105066.44743898007
1545,142410.68374737713
1546,126839.07018882953
1547,152989.11297126138
1548,149220.12942065904
1549,133033.61170364087
1550,161077.31060358213
1551,135875.71496287658
1552,178150.4033564031
1553,163856.0268498522
1554,135297.68805839925
1555,201823.35752544005
1556,129651.86216766178
1557,142206.74323520824
1558,94068.04716350751
1559,170187.05512218387
1560,228932.8414247586
1561,191159.56471744276
1562,91305.72583965979
1563,115071.6073213905
1564,140247.55334673394
1565,124981.23597525814
1566,209210.4134932564
1567,104066.28894660476
1568,210835.00280341067
1569,168538.3355937277
1570,109797.71657494416
1571,156300.83849549454
1572,119763.39753252137
1573,207190.85951674552
1574,163388.1890591284
1575,204089.16851827287
1576,219208.66216550887
1577,182262.00372760982
1578,178333.04658544378
1579,125291.28972533341
1580,207999.81299934193
1581,109410.7160696636
1582,89604.20130760163
1583,237093.7244367001
1584,222682.93153840306
1585,139981.73144034922
1586,92191.8887555378
1587,101390.66765745818
1588,122147.14446828865
1589,141028.28695687093
1590,111963.27707912853
1591,98119.51935515749
1592,189737.68435795716
1593,114147.56685435274
1594,251854.47590814094
1595,169951.23307251412
1596,195391.07397727537
1597,204055.7904961865
1598,203863.24679081043
1599,158858.80029809335
1600,179023.00653004146
1601,108579.36700683976
1602,139657.7059822376
1603,97261.42926902755
1604,225311.60592905935
1605,230703.66388277384
1606,161947.99379353682
1607,217163.0533428663
1608,168148.35511056212
1609,181330.6354404712
1610,182652.07756656196
1611,155601.8979152067
1612,176681.99270837015
1613,167926.50476892875
1614,123127.74495975638
1615,116002.65924352797
1616,115998.99533347753
1617,115995.3314234271
1618,89268.76975440481
1619,111711.70109215783
1620,322698.0734150545
1621,134501.97779891323
1622,128393.90505446936
1623,219138.22378882908
1624,218523.96750463507
1625,116676.22202069427
1626,150418.7830793087
1627,199279.31598896178
1628,241348.3176989436
1629,201307.29608267278
1630,340981.8073638249
1631,208116.0938816781
1632,234164.37126841937
1633,176258.35310258524
1634,202103.09969794535
1635,189887.5883050238
1636,152170.3639014175
1637,232418.19588359064
1638,217600.3414025312
1639,201108.52749844125
1640,280992.8550976695
1641,204764.75392320173
1642,227311.60654880884
1643,226290.28868185246
1644,219875.4048432947
1645,195998.274253609
1646,144603.08551980933
1647,152435.35707793452
1648,151456.08150375355
1649,111603.93968280834
1650,88133.87067588503
1651,88130.20676583459
1652,131800.70449526745
1653,131797.040585217
1654,193074.4666761645
1655,164981.39766334702
1656,183704.72245252912
1657,193063.47494601322
1658,183697.39463242827
1659,111870.44087721227
1660,114149.17287217239
1661,321800.3666496723
1662,309261.23727441777
1663,236536.71675324766
1664,334244.63959438517
1665,207628.0165570185
1666,212305.5608487353
1667,238704.8475145294
1668,208329.38259670133
1669,213370.43127136302
1670,214936.805496489
1671,210048.4025932901
1672,280466.39250112977
1673,283899.67253216665
1674,194365.53992678755
1675,195743.0343565879
1676,217066.54634174437
1677,195735.70653648704
1678,315672.04283799126
1679,259333.90691517002
1680,249253.31293958746
1681,205694.05967396338
1682,205123.3605895869
1683,200496.6966736423
1684,183602.13297111698
1685,187058.4925145467
1686,181659.10674073134
1687,175246.3787943371
1688,201294.65618107835
1689,197627.43802616658
1690,186938.40756860393
1691,171975.23049203638
1692,212721.28205804052
1693,175224.3953340345
1694,189467.88682066702
1695,180915.9296726068
1696,244050.3682905413
1697,180908.60185250593
1698,282205.06385441264
1699,240780.72800612752
1700,245111.57480311856
1701,262509.7935561595
1702,203421.83605752874
1703,204089.12860965845
1704,204025.10061157143
1705,176544.779865061
1706,310827.8810667753
1707,176944.5136277225
1708,173480.8262641919
1709,186503.13300253733
1710,204773.68311697606
1711,218001.67653886616
1712,217632.35235370736
1713,199921.50959349383
1714,188825.41755316878
1715,203536.3347106003
1716,128455.04418544883
1717,120615.44480722278
1718,122341.7926239124
1719,219702.37698520278
1720,184631.0528695519
1721,117853.12348337503
1722,117849.4595733246
1723,144117.43365454473
1724,204925.91916765115
1725,224608.68971786613
1726,211331.96716822113
1727,192906.61074600994
1728,191989.21416690768
1729,177738.39486017427
1730,195628.63370344907
1731,99641.87986190863
1732,87833.43005174947
1733,114448.74261281677
1734,134511.18344907428
1735,92707.1773147466
1736,92703.51340469616
1737,262273.97150648973
1738,213832.13513988076
1739,341035.21584307106
1740,237492.58731587045
1741,185468.484412666
1742,215707.46481798275
1743,182978.90069537904
1744,229683.39751514708
1745,208089.30381559333
1746,262897.3017821604
1747,245549.96340489172
1748,250619.91828331538
1749,166614.08983654503
1750,123588.89895393024
1751,215134.84574992262
1752,114379.12832185853
1753,163937.3680052902
1754,218294.7471892774
1755,164963.86004519294
1756,117417.43455237456
1757,87741.83230048862
1758,138417.3354443533
1759,206469.485846753
1760,137961.54473383605
1761,135820.80751428317
1762,226304.90216843074
1763,133557.83410077018
1764,124104.63938755021
1765,198491.47972732296
1766,178458.35466148698
1767,216674.92233128185
1768,116195.84008329976
1769,139556.81587443163
1770,131122.7900251597
1771,122087.24130320284
1772,140401.34861745907
1773,121876.38269172079
1774,193839.1753301805
1775,107825.43026631813
1776,139529.01261191507
1777,107062.18747656562
1778,131278.68774087622
1779,154029.0711578645
1780,159666.0612106142
1781,121847.07141131732
1782,106942.10253062287
1783,141498.78675476203
1784,132070.82744609835
1785,109417.03749686328
1786,272416.30207858584
1787,175880.83485798058
1788,87279.39770203587
1789,112411.78652756181
1790,131251.52770849006
1791,218611.95719215475
1792,144662.58112349187
1793,105520.6411802173
1794,123078.83352482185
1795,112128.06408000494
1796,142508.69628162417
1797,114970.16733924067
1798,105604.08702565572
1799,100773.89231832993
1800,120047.44539361901
1801,152525.2645041288
1802,151790.92102898302
1803,161355.3602060118
1804,122024.5404674116
